"","NOMBRE DEL PUNTO DE MONITOREO","LATITUD","LONGITUD","ELEVACIÓN (m.s.n.m.)","CORRIENTE","MUNICIPIO","FECHA","año","mes","CODIGO__MUESTRA","ICA","clasificacion_ica","CAUDAL_(l/s)","NITROGENO TOTAL_(mg/l)","MANGANESO POTENCIALMENTE BIODISPONIBLE_(mg mn/kg)","NIQUEL POTENCIALMENTE BIODISPONIBLE_(mg ni/kg)","PLOMO POTENCIALMENTE BIODISPONIBLE_(mg pb/kg)","ALUMINIO POTENCIALMENTE BIODISPONIBLE_(mg al/kg)","COBRE POTENCIALMENTE BIODISPONIBLE_(mg cu/kg)","CROMO POTENCIALMENTE BIODISPONIBLE_(mg cr/kg)","HIERRO POTENCIALMENTE BIODISPONIBLE_(mg fe/kg)","CADMIO POTENCIALMENTE BIODISPONIBLE_(mg cd/kg)","ZINC POTENCIALMENTE BIODISPONIBLE_(mg zn/kg)","NITROGENO KJELDAHL TOTAL_(mg n/l)","ALUMINIO TOTAL EN AGUA_(mg al/l)","HIERRO TOTAL EN AGUA_(mg fe/l)","MANGANESO TOTAL EN AGUA_(mg mn/l)","FOSFORO TOTAL_(mg p/l)","DEMANDA BIOQUIMICA DE OXIGENO (DBO5)_(mg o2/l)","SULFATO_(mg so4-2/l)","CADMIO TOTAL EN AGUA_(mg cd/l)","PLOMO TOTAL EN AGUA_(mg pb/l)","CROMO TOTAL EN AGUA_(mg cr/l)","COBRE TOTAL EN AGUA_(mg cu/l)","NIQUEL TOTAL EN AGUA_(mg ni/l)","ZINC TOTAL EN AGUA_(mg zn/l)","NITROGENO AMONIACAL_(mg n-nh3-/l)","NITRATO_(mg n-no3-/l)","NITRITO_(mg n-no2-/l)","TURBIDEZ_(ntu)","FOSFORO REACTIVO DISUELTO_(mg p-po4-3/l)","DEMANDA QUIMICA DE OXIGENO (DQO)_(mg o2/l)","OXIGENO DISUELTO (OD)_(mg o2/l)","SOLIDOS SUSPENDIDOS TOTALES_(mg/l)","Nombre Subzona Hidrográfica","CONDUCTIVIDAD ELECTRICA_(µs/cm)","pH_(unidades de ph)","TEMPERATURA_(°c)","presion_atm","od_sat_teorico","porcentaje_sat_od","i_od","i_sst","i_dqo","i_ce","i_ph"
"114","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2010-09-14,2010,"9",19200,0.429809440699282,"Mala",223,18.6,238,9.61,15.9,1403,15.2,15,10685,4.34,79.2,20,3.1,7.6,0.169,3.4,52,47,0.02,0.25,0.138,0.02,0.1,0.339,17,1.9,1.2,140,0.83,130,5.8,240,"Río Bogotá",515,7.61,22.4,695.205193227806,8.01052745179031,72.4047203496411,0.72404720349641,0.3,0.125,0,1
"115","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2011-04-14,2011,"4",20178,0.374121640497322,"Mala",101477,6.1,143,10.2,14.8,3073,5.1,9.11,17964,5.82,98.5,15,12.5,31.5,0.265,3.3,37,69,0.02,0.25,0.0885,0.02,0.1,0.315,7.2,0.78,0.014,700,0.36,150,6,1050,"Río Bogotá",490,7.94,21.9,695.205193227806,8.04712177252067,74.560820248661,0.74560820248661,0,0.125,0,1
"116","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2011-07-26,2011,"7",20541,0.369682735699643,"Mala",49515,16.8,85.2,6.87,8.37,616,6.94,5.88,5029,3.02,59,28,5.99,13.7,0.415,4.4,110,58,0.02,0.25,0.193,0.02,0.1,0.43,18,1.1,0.003,82,1.3,230,5.8,410,"Río Bogotá",508,7.95,22.3,695.205193227806,8.01754262103618,72.3413678498214,0.723413678498214,0,0.125,0,1
"117","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2012-06-13,2012,"6",21599,0.509882751765086,"Regular",69249,4.22,174,14,17.1,1201,18.3,12.8,11970,6.16,136,22,1.09,2.22,0.156,1.89,76,81,0.02,0.25,0.0403,0.02,0.1,0.126,17,0.58,0.11,82,1.3,240,6,110,"Río Bogotá",593,7.63,20.5,695.205193227806,8.16978158142897,73.4413758825428,0.734413758825428,0.69,0.125,0,1
"118","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2012-11-27,2012,"11",22017,0.583852482742592,"Regular",719,1.55,119,9.97,8.74,2351,11.3,11.8,13750,3.12,76.4,3,1.22,2.13,0.02,1.3,52,120,0.02,0.25,0.02,0.02,0.1,0.02,2.8,1.7,1.4,64,0.87,60,6.9,73,"Río Bogotá",450,7.67,22,695.205193227806,8.0394992134744,85.8262413712962,0.858262413712962,0.801,0.26,0,1
"119","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2013-06-25,2013,"6",22401,0.674843460785783,"Regular",719,29,248,13.6,28.2,1300,26.5,23.2,13200,1.86,72.1,12,0.25,0.65,0.025,2.4,21,57,0.025,0.1,0.063,0.025,0.05,0.015,9,5.9,1.6,6.2,1.4,34,6.9,9.2,"Río Bogotá",415,7.1,24.1,695.205193227806,7.91450223447572,87.1817303928916,0.871817303928916,0.9924,0.51,0,1
"120","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2013-10-22,2013,"10",22689,0.615410423948828,"Regular",223,29,148,8.38,13.2,1570,6.3,10.2,17870,1,57.6,10,0.25,0.836,0.025,2.6,23,56,0.025,0.1,0.025,0.025,0.05,0.051,9,12,0.044,9.5,0.9,47,6.5,7.6,"Río Bogotá",590,7.32,23.8,695.205193227806,7.92825906460855,81.9852119744139,0.819852119744139,0.9972,0.26,0,1
"121","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2015-08-25,2015,"8",24061,0.54032436835063,"Regular",307,2.18,4.94,13.2,14.4,2918,21.9,28,12230,2.57,115,22,1.17,2.77,0.0797,3.7,56,3.9,0.02,0.25,0.0467,0.02,0.1,0.163,22,0.59,0.003,27,1.6,160,6.9,100,"Río Bogotá",510.7,7.89,21.8,695.205193227806,8.05489617901705,85.6621841753151,0.856621841753151,0.72,0.125,0,1
"122","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2015-10-27,2015,"10",24281,0.692767884423055,"Regular",7625,21,193,23,2.5,1794,35,49.1,8986,3.36,149,1.5,26.5,27.2,0.025,0.48,9,1.4,0.02,0.25,1.32,0.1,0.25,0.05,0.15,5.3,0.42,1,0.45,15,7.6,2.25,"Río Bogotá",583.1,9.03,26.6,695.205193227806,7.85300859090369,96.7781954142167,0.967781954142167,1,0.91,0,0.58605746797311
"123","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2016-04-12,2016,"4",24509,0.477066686059605,"Mala",142958,0.4,124,8.32,16.8,1881,9.63,9.2,13680,3.35,57.3,1.5,10.8,15.7,0.0721,0.77,146,1,0.05,0.25,0.025,0.025,0.25,0.19,0.32,1.5,0.027,730,0.24,29,7,640,"Río Bogotá",387.1,7.83,22.6,695.205193227806,7.99695265564886,87.5333430298023,0.875333430298023,0,0.51,0,1
"124","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2018-08-28,2018,"8",26995,0.505964590818445,"Regular",1606,23.3,142,10.4,13.6,1654,4.17,10.1,12281,1.71,81.7,23,1.67,3.34,0.1,2.4,69,1.4,0.005,0.0125,0.0482,0.1,0.0125,0.1,17,0.73,0.0065,110,0.94,170,6.9,150,"Río Bogotá",333,8.08,25,695.205193227806,7.88143150638261,87.5475476049267,0.875475476049267,0.57,0.125,0,0.959347478042957
"125","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2014-06-25,2014,"6",23295,0.567576044251161,"Regular",119277,9,85.2,23,2.5,1638,3.2,28,17210,1.44,86.8,15,7.34,26.6,0.117,3.6,23,24,0.025,0.15,0.03,0.025,0.05,0.162,14,0.77,0.019,460,1.2,120,6.8,610,"Río Bogotá",34.5,8.09,19.5,695.205193227806,8.27561742466115,82.1690956826515,0.821690956826515,0,0.125,0.936805746585588,0.954383517843705
"126","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2015-06-02,2015,"6",23909,0.538730797627837,"Regular",39806,6.1,62.4,20.9,2.5,1700,6.49,37.2,16811,3.6,44.1,25,0.821,2.08,0.0842,3.7,87,1.5,0.02,0.25,0.02,0.02,0.1,0.128,24,1.5,0.081,34,3.1,200,6.1,66,"Río Bogotá",648.2,7.43,20.5,695.205193227806,8.16978158142897,74.6653988139185,0.746653988139185,0.822,0.125,0,1
"127","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2016-10-11,2016,"10",25194,0.568634705902334,"Regular",139118,14.8,21.9,15.9,2.5,2458,6.49,9.69,15360,0.882,15.1,28,1.32,2.42,0.0816,3.5,54,3.9,0.05,0.25,0.025,0.025,0.25,0.125,26,1.1,0.0061,72,1.2,180,5.9,8,"Río Bogotá",630.4,7.39,20.5,695.205193227806,8.16978158142897,72.2173529511671,0.722173529511671,0.996,0.125,0,1
"128","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2017-04-25,2017,"4",26304,0.541797050314289,"Regular",45489,14.2,47.3,14.4,2.5,3351,4.51,6.57,12080,3.54,15.1,27,1.66,2.61,0.0813,2.5,44,49,0.05,0.25,0.025,0.025,0.25,0.05,19,0.36,0.12,42,1.3,140,6.2,67,"Río Bogotá",532,7.72,21.2,695.205193227806,8.10473141444738,76.4985251571443,0.764985251571443,0.819,0.125,0,1
"129","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2017-09-26,2017,"9",26560,0.513354251239589,"Regular",9190,48.34,27.6,27.5,2.5,804,3.2,9.69,18860,7.62,21.9,61.4,0.396,1.5,0.1,4.5,212,1.4,0.005,0.0125,0.0125,0.1,0.0125,0.1,39,2.2,0.056,35,4.44,220,4,23,"Río Bogotá",907,7.43,20.7,695.205193227806,8.15043658218373,49.0771256197946,0.490771256197946,0.951,0.125,0,1
"130","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2018-04-04,2018,"4",26878,0.315898015044737,"Mala",315019,3.1,23.6,27.5,2.5,768,3.2,6.57,18860,3.47,155,25,26.5,66.3,0.436,4,110,3.9,0.005,0.105,0.313,0.1,0.0889,0.929,13,1.2,0.003,1200,0.87,295,3.7,2600,"Río Bogotá",434,7.96,20.8,695.205193227806,8.14099185373626,45.4490075223685,0.454490075223685,0,0.125,0,1
"131","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2005-05-25,2005,"5",11744,0.405154864703585,"Mala",122534,50,910,28.3,2.5,662,6.53,28,18900,4.21,16.1,13,42.2,114,0.1,5.3,32,33,0.0025,0.016,0.045,0.045,0.09,0.15,9.68,0.73,0.114,260,0.44,130,7.4,320,"Río Bogotá",342,8.04,22.1,695.205193227806,8.03202850187823,92.1311471724679,0.921311471724679,0,0.125,0,0.979462851793246
"132","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2005-11-22,2005,"11",12619,0.441529355954381,"Mala",66666,28,147,27.5,2.5,662,0.495,13.9,18860,4.44,21.7,20,23.9,60.9,0.1,3,30,50,0.0025,0.005,0.045,0.045,0.09,0.14,0.15,0.52,0.003,150,0.92,130,6.1,230,"Río Bogotá",465,7.83,21.2,695.205193227806,8.10473141444738,75.2646779771903,0.752646779771903,0.33,0.125,0,1
"133","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2006-02-07,2006,"2",12945,0.3333370455722,"Mala",28930,50,114,20.9,2.47,934,6.53,6.57,15590,3.4,12.1,34,23.9,34.4,0.08,4.2,74,62,0.0025,0.011,0.045,0.045,0.09,0.25,24,1.6,0.017,220,1.8,210,4.3,690,"Río Bogotá",681,7.31,23.6,695.205193227806,7.9381895219476,54.1685227861001,0.541685227861001,0,0.125,0,1
"134","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2006-05-23,2006,"5",13458,0.465770014637065,"Mala",139118,45,1097,20.9,2.5,1325,4.51,28,2700,1.6,60.5,13,90.8,76.2,0.1,3.8,17,48,0.0025,0.005,0.045,0.045,0.09,0.1,7.3,0.66,0.073,150,0.59,100,7,230,"Río Bogotá",399,7.84,22.4,695.205193227806,8.01052745179031,87.3850073185323,0.873850073185323,0.33,0.125,0,1
"135","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2006-09-12,2006,"9",13816,0.523064485344806,"Regular",47846,33.8,1097,25,2.47,1570,6.53,6.57,2049,5.78,110,29,42.2,76.2,0.321,4.3,71,35,0.015,0.215,0.045,0.045,0.09,0.11,20,1.4,0.16,60,2.7,150,5.8,79,"Río Bogotá",545,7.33,20.2,695.205193227806,8.19993793617257,70.7322426724028,0.707322426724028,0.783,0.125,0,1
"136","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2007-01-30,2007,"1",14370,0.489053359072161,"Mala",21193,44.7,373,28.3,2.5,671,6.49,6.57,20080,3.09,5.91,32,29.9,45.7,0.1,5.8,36,61,0.005,0.025,0.02,0.04,0.1,0.16,20,1.3,0.094,82,3,120,5,110,"Río Bogotá",623,7.3,23.7,695.205193227806,7.93314836955303,63.0266795360807,0.630266795360807,0.69,0.125,0,1
"137","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2007-05-08,2007,"5",14880,0.489923609282286,"Mala",89321,54,281,25,2.5,2544,6.49,37.2,2700,3.99,87.4,29,90.8,64.2,0.125,4.9,54,38,0.005,0.025,0.04,0.02,0.1,0.24,23,0.79,0.044,81,2.8,170,5.5,120,"Río Bogotá",719,8.03,21.4,695.205193227806,8.08751227950353,68.006079124465,0.68006079124465,0.66,0.125,0,0.984557255166779
"138","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2007-08-28,2007,"8",15300,0.464702581314714,"Mala",33673,37.9,207,27.5,2.5,2417,6.53,13.9,7993,3.02,23.5,22,23.9,31.5,0.1,4.5,52,27,0.005,0.025,0.06,0.02,0.1,0.19,13,0.69,0.098,140,1.2,180,6.4,200,"Río Bogotá",457,7.63,20,695.205193227806,8.22080140991881,77.8512906573571,0.778512906573571,0.42,0.125,0,1
"139","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2007-11-20,2007,"11",15668,0.560218432350474,"Regular",712,25,112,23,2.5,712,6.53,9.69,18860,7.62,12.1,16,29.9,46.1,0.02,2.6,13,90,0.005,0.025,0.02,0.02,0.1,0.08,11,0.4,0.51,40,1.6,47,6.1,40,"Río Bogotá",537,6.74,23.2,695.205193227806,7.95987260602691,76.6343923064964,0.766343923064964,0.9,0.26,0,0.874748238687404
"140","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2008-03-26,2008,"3",16057,0.554064780743616,"Regular",113941,28.32,207,25,2.47,917,6.53,28,12075,4.16,25.7,5.5,23.9,22.9,0.0502,1.89,25,94,0.005,0.025,0.02,0.02,0.1,0.1,11,0.83,0.17,116,1.5,51,6.8,120,"Río Bogotá",573,7.67,22.6,695.205193227806,7.99695265564886,85.0323903718079,0.850323903718079,0.66,0.26,0,1
"141","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2008-07-08,2008,"7",16481,0.508029919009001,"Regular",66666,45,98.17,20.9,2.5,804,3.2,28,15360,4.16,21.7,28,42.2,64.2,0.072,2.6,41.4,47,0.005,0.025,0.04,0.02,0.1,0.13,14,0.51,0.17,87,1.2,130,6.2,120,"Río Bogotá",489,7.72,20.1,695.205193227806,8.21029374932064,75.5149595045003,0.755149595045003,0.66,0.125,0,1
"142","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2008-09-23,2008,"9",16744,0.546271795551355,"Regular",8182,28,152,20.9,2.5,2544,6.49,28,6555,3.4,12.1,19,42.2,45.7,0.02,3.34,36,58,0.005,0.025,0.02,0.02,0.1,0.08,13,0.79,0.51,45,1.5,86,6,54,"Río Bogotá",510,7.46,22.3,695.205193227806,8.01754262103618,74.8358977756773,0.748358977756773,0.858,0.125,0,1
"143","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2005-09-03,2005,"9",12105,0.655696123498212,"Regular",47511,37.9,207,25,2.47,2863,6.53,6.57,2700,4.32,25.2,17,23.9,45.7,0.1,0.72,7,130,0.0025,0.25,0.045,0.045,0.09,0.03,0.2,1.5,0.05,120,0.22,10,6.3,120,"Río Bogotá",496,8.19,27,695.205193227806,7.85197676003795,80.2345726755507,0.802345726755507,0.66,0.91,0,0.906134890735553
"144","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2006-12-02,2006,"12",14201,0.496693675847931,"Mala",29916,54,152,25,2.47,804,0.495,37.2,17210,5.3,37.4,32,26.5,46.1,0.0502,2.5,53,60,0.005,0.25,0.04,0.02,0.1,0.17,18,0.9,0.003,81,2,140,5.6,120,"Río Bogotá",603,7.85,22.3,695.205193227806,8.01754262103618,69.8468379239655,0.698468379239655,0.66,0.125,0,1
"145","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2008-12-10,2008,"12",17078,0.505619478340924,"Regular",78296,34.8,207,20.9,2.5,662,6.49,9.69,5962,1.4,15.1,20,23.9,45.7,0.1,2.5,21,76,0.005,0.25,0.02,0.02,0.1,0.07,9.3,0.83,0.076,160,0.8,65,6.7,190,"Río Bogotá",509,7.79,20.3,695.205193227806,8.18973397047461,81.8097391704621,0.81809739170462,0.45,0.26,0,1
"146","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2005-02-16,2005,"2",11294,0.455726724015875,"Mala",53845,48.34,93.8,25,2.47,671,4.51,37.2,17210,5.74,12.1,20,26.5,60.9,0.285,4.1,146,61,0.025,0.25,0.78,0.1,0.25,0.6,12.4,0.79,0.095,167,1.1,120,5.2,170,"Río Bogotá",557,7.65,21.5,695.205193227806,8.07913048320676,64.3633620079375,0.643633620079375,0.51,0.125,0,1
"147","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2009-05-12,2009,"5",17581,0.361852735744763,"Mala",101477,54,182,25,2.5,804,6.49,28,5029,4.44,23.5,22,23.9,45.7,0.208,5.3,30,53,0.005,0.25,0.35,0.1,0.1,0.086,14,0.7,0.053,750,0.99,160,5.6,1240,"Río Bogotá",445,8.01,21,695.205193227806,8.12255793919162,68.9437987629465,0.689437987629465,0,0.125,0,0.994825691094348
"148","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2010-04-20,2010,"4",18605,0.380824483563314,"Mala",78296,30.99,207,23,2.5,1300,6.53,37.2,4352,4.28,23.5,17,90.8,66.3,0.23,2.5,136,50,0.0025,0.25,0.35,0.1,0.1,0.395,14,0.64,0.066,290,0.56,120,6.9,320,"Río Bogotá",485,8.17,22.7,695.205193227806,7.99039302875329,86.3536996887447,0.863536996887447,0,0.125,0,0.915585420929123
"149","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2014-07-28,2014,"7",23362,0.827872282932116,"Aceptable",2162,30.99,281,27.5,2.5,1492,4.51,6.57,6160,5.78,12.1,0.25,90.8,114,0.1,0.13,261,5.2,0.025,0.25,0.35,0.591,0.25,1.02,0.15,0.12,0.003,38,0.045,10,8.04,32,"Río Bogotá",37.4,5.52,15.7,695.205193227806,8.81627850343441,91.1949412313596,0.911949412313596,0.924,0.91,0.929587794638788,0.463824207708198
"150","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2016-07-12,2016,"7",24775,0.532862071388685,"Regular",1606,45,262,28.3,2.5,662,4.51,9.69,16811,5.74,15.1,23,42.2,66.3,0.227,3.1,258,1.5,0.02,0.25,3.18,0.1,0.188,0.17,27,0.77,0.0062,63,1.9,200,6.3,81,"Río Bogotá",493.7,7.22,19.6,695.205193227806,8.26435052681248,76.2310356943424,0.762310356943424,0.777,0.125,0,1
"151","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2019-09-10,2019,"9",27597,0.493906903740404,"Mala",719,54,132,15.9,22.9,3206,48.9,50.2,14388,3.72,0.5,49,0.339,1.19,0.1,4.1,100,24.81,0.005,0.0125,0.0125,0.1,0.0125,0.1,44,0.66,0.024,46.4,1.86,248,4.4,70,"Río Bogotá",880,7.51,19.9,695.205193227806,8.23146091796708,53.4534518702018,0.534534518702018,0.81,0.125,0,1
"152","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2021-03-17,2021,"3",28218,0.354901432931094,"Mala",108038,13.9,81.8,20.9,2.5,2075,3.2,37.2,17964,2.41,16.3,20,16.4,46.1,0.339,4.3,36.5,47.75,0.005,0.0389,0.111,0.1,0.0852,0.611,10.3,0.97,0.01,750,0.61,498,5.3,1500,"Río Bogotá",489,7.78,20.6,695.205193227806,8.1600331580813,64.9507164655469,0.649507164655469,0,0.125,0,1
"153","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2021-06-16,2021,"6",28334,0.298790656778452,"Mala",2313,8.76,65.4,23,2.5,1570,4.51,28,16811,3.02,29.4,20,1.32,4.16,0.1,2.3,39,35.62,0.005,0.0125,0.0125,0.1,0.0125,0.1,8.41,0.61,0.003,160,0.68,169,3.4,426,"Río Bogotá",394,8.1,21.2,695.205193227806,8.10473141444738,41.9508041184339,0.419508041184339,0,0.125,0,0.949445242707918
"154","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2022-11-27,2022,"11",29228,0.392641864064204,"Mala",1606,15.8,55.1,28.3,2.47,1403,6.53,6.57,15618,0.25,72.1,23,26.5,42,0.1,4.4,235.73,3.9,0.025,0.25,1.02,0.1,0.106,0.18,0.15,1.9,0.044,1520,1.7,237,6.9,2215,"Río Bogotá",411,8.02,20.9,695.205193227806,8.13169897273889,84.8531164659674,0.848531164659674,0,0.125,0,0.989678155661347
"155","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2023-07-19,2023,"7",29452,0.496966987743229,"Mala",719,23.5,89.8,8.26,7.36,1861,7.69,11.4,12075,1.055,61.6,18,0.616,2.55,0.1,2.2,261,30.6,0.005,0.0125,0.0125,0.1,0.0125,0.208,0.15,0.026,0.003,60,0.98,167,6.1,135,"Río Bogotá",453,7.7,20.3,695.205193227806,8.18973397047461,74.4834938716147,0.744834938716147,0.615,0.125,0,1
"156","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2023-10-22,2023,"10",29599,0.521858155549317,"Regular",9888,41.6,94.26,10.65,13.5,1882,29.3,25.8,9592,1.9,141.7,50,0.535,0.927,0.1,4.3,54,65.3,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.15,0.0115,0.006,40,4,153,4.7,37,"Río Bogotá",755,7.36,20.5,695.205193227806,8.16978158142897,57.5290777746586,0.575290777746586,0.909,0.125,0,1
"157","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2024-06-19,2024,"6",29863,0.391698228217985,"Mala",13680,20.4,132.51,7.94,13.7,2337,16.37,14.32,18744,0.5,109.68,22,0.766,1.52,0.1,2.6,266,30.706,0.005,0.0125,0.0125,0.1,0.0125,0.1,16,0.125,0.003,65,1.5,111,0.8,95,"Río Bogotá",490,7.15,21,695.205193227806,8.12255793919162,9.84911410899235,0.0984911410899235,0.735,0.125,0,1
"158","RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS",4.598969,-74.43601,712,"BOGOTA","EL COLEGIO",2019-05-21,2019,"5",27426,0.518218106006453,"Regular",13680,28,116,7.33,19.9,1832,8.06,12.7,15618,0.5,60.2,25,1.16,2.66,0.1,2.5,48,1.5,0.005,0.0125,0.0125,0.1,0.0125,0.1,21,1.4,0.003,64,0.59,119,5.4,80,"Río Bogotá",616,7.4,25.4,695.205193227806,7.87068143871048,68.6090530032267,0.686090530032267,0.78,0.125,0,1
