"","NOMBRE DEL PUNTO DE MONITOREO","LATITUD","LONGITUD","ELEVACIÓN (m.s.n.m.)","CORRIENTE","MUNICIPIO","FECHA","año","mes","CODIGO__MUESTRA","ICA","clasificacion_ica","CAUDAL_(l/s)","NITROGENO TOTAL_(mg/l)","MANGANESO POTENCIALMENTE BIODISPONIBLE_(mg mn/kg)","NIQUEL POTENCIALMENTE BIODISPONIBLE_(mg ni/kg)","PLOMO POTENCIALMENTE BIODISPONIBLE_(mg pb/kg)","ALUMINIO POTENCIALMENTE BIODISPONIBLE_(mg al/kg)","COBRE POTENCIALMENTE BIODISPONIBLE_(mg cu/kg)","CROMO POTENCIALMENTE BIODISPONIBLE_(mg cr/kg)","HIERRO POTENCIALMENTE BIODISPONIBLE_(mg fe/kg)","CADMIO POTENCIALMENTE BIODISPONIBLE_(mg cd/kg)","ZINC POTENCIALMENTE BIODISPONIBLE_(mg zn/kg)","NITROGENO KJELDAHL TOTAL_(mg n/l)","ALUMINIO TOTAL EN AGUA_(mg al/l)","HIERRO TOTAL EN AGUA_(mg fe/l)","MANGANESO TOTAL EN AGUA_(mg mn/l)","FOSFORO TOTAL_(mg p/l)","DEMANDA BIOQUIMICA DE OXIGENO (DBO5)_(mg o2/l)","SULFATO_(mg so4-2/l)","CADMIO TOTAL EN AGUA_(mg cd/l)","PLOMO TOTAL EN AGUA_(mg pb/l)","CROMO TOTAL EN AGUA_(mg cr/l)","COBRE TOTAL EN AGUA_(mg cu/l)","NIQUEL TOTAL EN AGUA_(mg ni/l)","ZINC TOTAL EN AGUA_(mg zn/l)","NITROGENO AMONIACAL_(mg n-nh3-/l)","NITRATO_(mg n-no3-/l)","NITRITO_(mg n-no2-/l)","TURBIDEZ_(ntu)","FOSFORO REACTIVO DISUELTO_(mg p-po4-3/l)","DEMANDA QUIMICA DE OXIGENO (DQO)_(mg o2/l)","OXIGENO DISUELTO (OD)_(mg o2/l)","SOLIDOS SUSPENDIDOS TOTALES_(mg/l)","Nombre Subzona Hidrográfica","CONDUCTIVIDAD ELECTRICA_(µs/cm)","pH_(unidades de ph)","TEMPERATURA_(°c)","presion_atm","od_sat_teorico","porcentaje_sat_od","i_od","i_sst","i_dqo","i_ce","i_ph"
"247","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2007-11-20,2007,"11",15666,0.349702310293404,"Mala",63331,54,152,23,2.5,616,4.51,9.69,5050,0.788,37.4,48,23.9,42,0.151,6.3,93,35,0.005,0.025,0.04,0.02,0.1,0.16,23,0.68,0.015,96,3.2,190,0,47,"Río Bogotá",604,6.43,16.2,552.688902171069,6.94243583795123,0,0,0.879,0.125,0,0.74451155146702
"248","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2008-03-26,2008,"3",16055,0.3846,"Mala",122534,44.7,910,23,2.5,575,6.49,28,5239,3.99,133,19,29.9,46.1,0.18,5.5,92,21,0.005,0.025,0.06,0.04,0.1,0.2,22,0.68,0.013,49,3.2,213,0,74,"Río Bogotá",589,7.12,18.4,552.688902171069,6.68562166733505,0,0,0.798,0.125,0,1
"249","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2008-07-08,2008,"7",16479,0.380942737579276,"Mala",57825,54,207,27.5,2.5,804,4.51,28,38000,2.42,23.8,28,23.9,22.9,0.025,3.8,54.9,36,0.005,0.025,0.02,0.02,0.1,0.09,20,0.56,0.003,43,1.6,140,0,62,"Río Bogotá",506,6.89,17,552.688902171069,6.84228860887783,0,0,0.834,0.125,0,0.945713687896379
"250","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2008-09-23,2008,"9",16743,0.357,"Mala",32751,44.7,1097,28.3,2.5,3130,3.2,13.9,9370,4.16,14.6,36.8,29.9,42.3,0.025,4.1,140,24,0.005,0.025,0.045,0.02,0.1,0.2,23,0.86,0.0082,76,1.8,280,0,120,"Río Bogotá",593,7.1,16.6,552.688902171069,6.89139647228021,0,0,0.66,0.125,0,1
"251","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2006-12-02,2006,"12",14199,0.400038869735132,"Mala",41302,30.99,1097,27.5,2.5,616,0.495,28,16811,6.1,87.4,36,90.8,76.2,0.09,2.9,152,30,0.005,0.25,0.05,0.02,0.1,0.13,23,0.71,0.012,60,2.3,230,0,47,"Río Bogotá",626,6.99,17.8,552.688902171069,6.74986738887899,0,0,0.879,0.125,0,0.99619434867566
"252","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2008-12-10,2008,"12",17077,0.3775251793403,"Mala",69249,50,262,23,2.5,1404,6.53,6.57,3869,0.5,133,34,23.9,46.1,0.025,3.6,70,48,0.0025,0.25,0.02,0.02,0.1,0.1,15,0.63,0.003,45,1.9,147,0,76,"Río Bogotá",574,6.94,16.5,552.688902171069,6.90397523536028,0,0,0.792,0.125,0,0.970625896701499
"253","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2010-04-20,2010,"4",18604,0.350778127048497,"Mala",70875,37.9,1097,20.9,2.5,712,0.495,28,17964,5.62,21.7,21,26.5,45.7,0.1,2.7,117,39,0.02,0.25,0.35,0.591,0.25,0.688,18,0.65,0.021,170,1,150,0.6,160,"Río Bogotá",561,7.3,17.8,552.688902171069,6.74986738887899,8.88906352424869,0.0888906352424869,0.54,0.125,0,1
"254","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2005-02-16,2005,"2",11292,0.507778639682246,"Regular",813,41.6,281,25,2.47,1319,4.51,9.69,4352,0.5,21.7,17,90.8,114,0.02,2.6,146,28,0.005,0.25,1.32,0.1,0.25,0.13,14.3,0.65,0.006,33,1.7,170,4.2,80,"Río Bogotá",602,7.76,19,552.688902171069,6.62572182589554,63.3893198411227,0.633893198411227,0.78,0.125,0,1
"255","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2009-05-12,2009,"5",17580,0.360928888994982,"Mala",39806,44.7,910,23,2.5,616,3.2,13.9,16811,4.25,86.8,25,26.5,42,0.227,2.9,64,28,0.005,0.25,0.78,0.1,0.1,0.1,20,0.6,0.0077,79,1.9,130,0,97,"Río Bogotá",460,6.9,16.4,552.688902171069,6.91667471733214,0,0,0.729,0.125,0,0.950644444974908
"256","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2015-10-27,2015,"10",24280,0.387,"Mala",49515,50,1097,28.3,2.5,3073,4.51,13.9,8986,4.25,149,60,42.2,64.2,0.1,8.3,151,1.5,0.005,0.25,1.02,0.1,0.09,0.11,0.15,1.4,0.011,42,6.4,350,0,70,"Río Bogotá",976.4,7.16,17.9,552.688902171069,6.7388579713922,0,0,0.81,0.125,0,1
"257","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2016-07-12,2016,"7",24774,0.386937308184794,"Mala",13680,28,262,23,2.47,985,6.53,28,4352,4.25,93.8,23,42.2,42,0.276,3.7,261,3.9,0.005,0.25,0.78,0.1,0.05,0.1,27,0.62,0.0068,50,2.4,170,0,62,"Río Bogotá",495.8,6.95,18,552.688902171069,6.72796927279718,0,0,0.834,0.125,0,0.975686540923971
"258","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2019-09-10,2019,"9",27596,0.3936,"Mala",223,60,47.7,27.5,62.9,4960,135,150,9471,1.1,638,43,0.473,1.38,0.1,4.8,146,15.37,0.005,0.0125,0.0616,0.1,0.0125,0.1,47,1.6,0.017,46.9,1.649,323,0,59,"Río Bogotá",938,7.06,19.3,552.688902171069,6.59740161021495,0,0,0.843,0.125,0,1
"259","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2019-12-03,2019,"12",27767,0.402,"Mala",7625,21.8,137,25,2.5,2446,6.49,28,2049,0.5,110,24,23.9,31.5,0.02,2.58,146,5.5,0.02,0.25,1.32,0.591,0.25,1.02,0.15,4.2,0.2,1570,0.99,152,0,45,"Río Bogotá",517,7.1,18.7,552.688902171069,6.65512851160224,0,0,0.885,0.125,0,1
"260","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2020-10-07,2020,"10",28002,0.3268865841419,"Mala",13680,48.34,62.4,20.9,46,3405,138,145,8082,0.5,404,43,1.69,3.12,0.1,5,235.73,11.77,0.005,0.0125,0.0125,0.1,0.0264,0.1,40.1,0.36,0.015,55,1.8,501,0.2,180,"Río Bogotá",822,7.18,17.4,552.688902171069,6.79511224774409,2.94329207094994,0.0294329207094994,0.48,0.125,0,1
"261","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2020-12-03,2020,"12",28152,0.3948,"Mala",1606,24.3,281,28.3,2.5,821,6.53,13.9,2049,0.2,133,22,26.5,42.3,0.169,2.3,72.85,42.73,0.005,0.25,0.35,0.1,0.09,0.25,10.7,0.59,0.003,65,1.47,157,0,57,"Río Bogotá",492,7.19,18.7,552.688902171069,6.65512851160224,0,0,0.849,0.125,0,1
"262","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2021-03-19,2021,"3",28225,0.225,"Muy Mala",32264,18.8,288,14.4,2.47,1322,3.2,13.9,15360,0.5,40.7,22,3.25,5.55,0.1,2.8,105.75,33.19,0.005,0.0125,0.0513,0.1,0.0125,0.276,15.8,0.52,0.003,120,1.5,240,0,412,"Río Bogotá",557,7.3,19.4,552.688902171069,6.588202976105,0,0,0,0.125,0,1
"263","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2021-06-16,2021,"6",28333,0.2484,"Muy Mala",9992,11.7,165,14,2.5,1700,0.495,6.57,7848,0.773,27.7,15,1.35,3.23,0.1,2.1,36,23.47,0.005,0.0125,0.0125,0.1,0.0125,0.1,8.97,0.55,0.006,210,0.94,154,0,301,"Río Bogotá",371,7.31,18,552.688902171069,6.72796927279718,0,0,0.117,0.125,0,1
"264","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2021-10-14,2021,"10",28542,0.4038,"Mala",13680,40.44,78.8,23,2.5,1404,0.495,6.57,16811,0.5,12.6,32,0.614,1.779,0.1,2.3,75,170.6,0.005,0.0125,0.0125,0.1,0.0125,0.1,27.1,0.58,0.003,31,1.18,162,0,42,"Río Bogotá",595,7.34,20.8,552.688902171069,6.47209758220365,0,0,0.894,0.125,0,1
"265","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2021-11-24,2021,"11",28605,0.309,"Mala",7625,28.32,262,23,2.5,2863,6.49,37.2,2700,0.5,149,26,26.5,64.2,0.26,3.5,44,28.45,0.005,0.25,0.35,0.1,0.1,0.271,24.3,0.43,0.006,85,1.89,261,0,200,"Río Bogotá",505,7.13,17.6,552.688902171069,6.77224838052796,0,0,0.42,0.125,0,1
"266","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2022-02-22,2022,"2",28715,0.3846,"Mala",13680,44.7,49.8,20.9,2.5,1817,6.53,37.2,15590,0.5,12.1,39,0.759,2.025,0.1,4.9,183,25.64,0.005,0.0125,0.061,0.1,0.0125,0.1,33.6,0.96,0.009,62.5,1.65,296,0,74,"Río Bogotá",902,7.21,17.3,552.688902171069,6.80672525968984,0,0,0.798,0.125,0,1
"267","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2022-06-30,2022,"6",28937,0.381059338228518,"Mala",576,16.8,249,14.4,2.5,1322,0.495,28,10685,0.5,13.4,21,0.95,2.36,0.1,2.79,87,54.58,0.005,0.0125,0.0125,0.1,0.0125,0.1,14.3,0.46,0.003,60,1.84,159,0.3,94,"Río Bogotá",428,7.27,15.1,552.688902171069,7.09275340211921,4.22966911425913,0.0422966911425914,0.738,0.125,0,1
"268","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2022-09-28,2022,"9",29057,0.3864,"Mala",1606,22.8,112,25,2.5,2918,0.495,6.57,17964,0.882,20.47,34,1.49,3,0.1,2.6,54,64.75,0.005,0.0125,0.041,0.1,0.0125,0.1,18.5,0.78,0.006,39,1.17,193,0,71,"Río Bogotá",610,7.22,16.9,552.688902171069,6.85438449639074,0,0,0.807,0.125,0,1
"269","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2022-11-27,2022,"11",29227,0.415044835117645,"Mala",1606,12.5,910,25,2.5,2918,6.53,6.57,16428,0.5,155,23,42.2,60.9,0.02,1.4,261,1.5,0.005,0.25,0.35,0.591,0.25,1.25,0.15,4.2,0.35,6890,1.7,119,0.3,38,"Río Bogotá",388,7.06,17.5,552.688902171069,6.78361995469013,4.42241755882245,0.0442241755882244,0.906,0.125,0,1
"270","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2023-07-19,2023,"7",29451,0.3588,"Mala",7625,23.3,193,10.5,2.5,1642,3.2,9.69,6444,0.5,41.1,22,0.935,3.425,0.1,2.1,266,17.8,0.005,0.0125,0.0125,0.1,0.0125,0.259,0.15,0.0115,0.003,55,1.2,203,0,117,"Río Bogotá",447,7.26,16.4,552.688902171069,6.91667471733214,0,0,0.669,0.125,0,1
"271","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2023-10-20,2023,"10",29592,0.403572740812837,"Mala",719,37.9,288,14.4,2.5,1882,0.495,37.2,12230,0.5,23.8,32,0.611,1.303,0.1,3.9,71,37.8,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.15,0.074,0.019,24,3.6,212,0.2,41,"Río Bogotá",750,6.93,19.2,552.688902171069,6.60672096321669,3.02722032780727,0.0302722032780727,0.897,0.125,0,0.965591500786114
"272","RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120]",4.544847222,-74.25826944,2545,"BOGOTA","SOACHA",2019-05-21,2019,"5",27425,0.4206,"Mala",223,29,249,17.3,2.5,1498,6.49,37.2,13680,0.25,27.8,26,0.43,1.65,0.1,2.4,47,1,0.005,0.0125,0.0125,0.1,0.0125,0.1,23,0.69,0.003,22,0.61,136,0,14,"Río Bogotá",607,7.1,21.9,552.688902171069,6.397470763188,0,0,0.978,0.125,0,1
"273","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2009-02-24,2009,"2",17283,0.361096648073276,"Mala",39806,22.8,112,8.36,8.44,1538,5.55,5.94,15360,4.18,65.3,28,14.7,42.3,0.26,6.3,56,87,0.02,0.25,0.05,0.02,0.1,0.47,16,1.1,0.13,230,0.97,190,5.6,860,"Río Bogotá",605,7.49,25.2,726.426244686648,8.22944588170151,68.0483240366379,0.680483240366379,0,0.125,0,1
"274","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2009-09-15,2009,"9",17868,0.476485302174622,"Mala",19293,25,112,13.3,21.5,2458,26.6,32.4,12080,5.35,155,58,0.996,2.12,0.127,2.5,61,52,0.02,0.25,0.02,0.02,0.1,0.0955,31,0.55,0.003,55,1.6,170,3.5,63,"Río Bogotá",781,7.49,27.6,726.426244686648,8.2077448534655,42.6426510873108,0.426426510873108,0.831,0.125,0,1
"275","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2010-02-23,2010,"2",18447,0.467703450723714,"Mala",32264,41.6,112,12.3,18.4,1729,21.7,17.6,15214,5.47,155,51,1.31,3.13,0.122,7,118,28,0.02,0.25,0.115,0.02,0.1,0.243,0.025,0.83,0.03,6890,3.8,230,3.8,88,"Río Bogotá",1023,7.69,23.4,726.426244686648,8.30569769761746,45.7517253618568,0.457517253618568,0.756,0.125,0,1
"276","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2010-09-14,2010,"9",19201,0.442471825733417,"Mala",42881,16.8,125,10.6,13,1218,12.5,9.53,14538,7.62,102,23,1.27,4.2,0.155,3,45,48,0.02,0.25,0.0466,0.02,0.1,0.158,19,0.67,0.099,72,1.3,150,4.3,150,"Río Bogotá",592,7.4,23.3,726.426244686648,8.31144124407051,51.7359128667086,0.517359128667086,0.57,0.125,0,1
"277","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2012-06-13,2012,"6",21600,0.427467136538279,"Mala",34563,3.99,153,8.23,11.8,1152,9.98,7.32,10580,4.28,78,22,1.21,2.95,0.145,2.6,64,98,0.02,0.25,0.02,0.02,0.1,0.116,16,0.73,0.37,110,1.3,200,4.4,180,"Río Bogotá",596,7.28,24.2,726.426244686648,8.26546133025387,53.2335682691393,0.532335682691393,0.48,0.125,0,1
"278","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2012-11-27,2012,"11",22018,0.472746715406981,"Mala",34744,14.8,110,12.7,9.34,1638,15,14.2,15840,5.62,119,23,0.696,2.9,0.121,3.8,69,51,0.02,0.25,0.02,0.02,0.1,0.0711,19,0.6,0.0081,39,2.6,150,4.3,100,"Río Bogotá",511,7.49,23.7,726.426244686648,8.28941905896844,51.8733577034903,0.518733577034903,0.72,0.125,0,1
"279","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2013-06-25,2013,"6",22402,0.453939215897706,"Mala",725,30.99,118,15.3,13.8,821,7.22,7.44,18900,4.59,98.2,34,1.68,3.57,0.127,4.1,61,50,0.025,0.1,0.089,0.025,0.05,0.086,25,0.83,0.01,61,1.6,120,3.1,84,"Río Bogotá",561,7.27,25.2,726.426244686648,8.22944588170151,37.6696079488531,0.376696079488531,0.768,0.125,0,1
"280","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2013-10-22,2013,"10",22690,0.458529182998098,"Mala",27324,44.7,135,17.3,11.8,1153,7.12,9.35,18860,5.3,113,39,0.938,3.06,0.105,4.8,85,41,0.025,0.1,0.052,0.025,0.05,0.117,33,0.74,0.0075,47,3.9,180,3.7,100,"Río Bogotá",738,7.46,24.2,726.426244686648,8.26546133025387,44.7645914990489,0.447645914990489,0.72,0.125,0,1
"281","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2014-09-30,2014,"9",23466,0.445213780926311,"Mala",29559,54,172,9.98,11.2,1760,13.7,16,15590,4.25,92.2,39,0.3,2.62,0.125,9.2,51,5.5,0.025,0.15,0.025,0.025,0.05,0.124,32,5.9,0.003,49,3.6,190,2.4,70,"Río Bogotá",693.9,7.64,24.7,726.426244686648,8.24547027116489,29.1068904631553,0.291068904631553,0.81,0.125,0,1
"282","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2015-08-25,2015,"8",24062,0.505196271876754,"Regular",70875,0.98,152,1,2.5,2820,0.495,0.531,20080,0.2,5.91,25,0.668,1.82,0.0719,3.8,62,1.4,0.02,0.25,0.02,0.02,0.1,0.105,21,0.42,0.074,27,1.6,190,5.7,100,"Río Bogotá",513.6,7.62,22.4,726.426244686648,8.37027316747408,68.0981359383771,0.680981359383771,0.72,0.125,0,1
"283","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2016-10-11,2016,"10",25195,0.510461078476421,"Regular",77567,3.1,54.6,5.54,5.04,575,3.13,3.61,7885,2.5,60.5,26,1.94,3.4,0.0771,3.4,43.3,1.4,0.05,0.25,0.0584,0.025,0.25,0.161,25,0.7,0.04,68,0.99,173,4.8,57,"Río Bogotá",586.7,7.72,23.5,726.426244686648,8.30011281794943,57.8305392382107,0.578305392382107,0.849,0.125,0,1
"284","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2017-09-26,2017,"9",26562,0.485078147262101,"Mala",7625,37.9,135,13.2,13.5,1487,17.7,6.57,11440,5.69,121,36.8,0.538,2.11,0.1,3.6,74,1,0.005,0.0125,0.0125,0.1,0.0125,0.1,33,0.73,0.003,50,3.14,190,4.4,83,"Río Bogotá",802,7.77,23.3,726.426244686648,8.31144124407051,52.9390736310506,0.529390736310506,0.771,0.125,0,1
"285","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2018-08-28,2018,"8",26996,0.381900881620022,"Mala",13680,40.44,129,14.3,12,1492,7.31,12.8,14093,3.4,127,39,2.95,7.31,0.1,4.3,70,5.5,0.005,0.0125,0.0951,0.1,0.0125,0.243,27,0.99,0.11,60,0.86,290,2.5,180,"Río Bogotá",529,7.51,27.8,726.426244686648,8.21006177085645,30.4504408100112,0.304504408100112,0.48,0.125,0,1
"286","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2011-04-14,2011,"4",20179,0.379508941872241,"Mala",315019,4.09,47.3,14.4,2.5,1335,4.51,28,17870,3.72,122,14,14.7,42,0.348,3.4,36,87,0.02,0.25,0.0485,0.02,0.1,0.395,5.6,0.76,0.086,1060,0.21,120,6.4,1340,"Río Bogotá",471,7.72,23.8,726.426244686648,8.28431017965547,77.2544709361204,0.772544709361204,0,0.125,0,1
"287","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2011-07-26,2011,"7",20542,0.311503066632327,"Mala",43705,16.23,55.1,11.66,2.5,2075,4.51,6.57,11162,5.74,83,37,10.1,22.9,0.584,4.1,180,68,0.02,0.25,0.28,0.0603,0.1,0.673,16,1.9,0.003,130,1.3,320,3.6,840,"Río Bogotá",577,7.4,23.1,726.426244686648,8.3234043373317,43.2515333161633,0.432515333161633,0,0.125,0,1
"288","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2014-06-25,2014,"6",23296,0.36055316928624,"Mala",89321,8.17,49.8,20.9,2.5,1201,0.495,28,17210,4.59,30.6,15,5.36,19.2,0.121,3,28,31,0.025,0.15,0.03,0.025,0.05,0.173,12,0.74,0.071,280,0.94,110,5.8,430,"Río Bogotá",370,7.73,20.3,726.426244686648,8.55752769269818,67.7765846431198,0.677765846431198,0,0.125,0,1
"289","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2015-06-02,2015,"6",23910,0.453838867250782,"Mala",47846,13.14,92.3,17.3,2.5,1654,6.53,6.57,15590,2.57,114,32,1.11,2.95,0.0885,3.2,72,5.5,0.02,0.25,0.02,0.02,0.1,0.0958,27,0.51,0.077,48,3.1,210,4,120,"Río Bogotá",648.3,7.69,24.3,726.426244686648,8.26114578486602,48.4194336253911,0.484194336253911,0.66,0.125,0,1
"290","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2016-04-12,2016,"4",24510,0.29766571468261,"Mala",119277,50,281,23,2.5,804,3.2,37.2,17964,6.1,21.7,22,23.9,76.2,0.994,3.8,266,1,0.05,0.25,0.025,0.025,0.25,1.5,3.3,4.2,0.059,6890,0.23,855,3,1828,"Río Bogotá",414.1,7.68,24.4,726.426244686648,8.25698890626321,36.3328573413051,0.363328573413051,0,0.125,0,1
"291","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2017-04-25,2017,"4",26305,0.499941671837655,"Mala",10784,8.1,23.6,20.9,2.5,4177,6.53,13.9,9370,3.02,23.5,34,1.5,2.18,0.0637,1.7,25,75,0.05,0.25,0.025,0.025,0.25,0.05,13,0.96,0.036,41,0.74,86,4.7,72,"Río Bogotá",503,7.75,25,726.426244686648,8.23537963713179,57.0708359188273,0.570708359188273,0.804,0.125,0,1
"292","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2018-04-04,2018,"4",26879,0.33618404648421,"Mala",315019,11.7,55.1,13.6,2.5,662,6.49,6.57,15587,4.16,149,20,20.1,64.2,0.369,4.7,52,1.4,0.005,0.074,0.187,0.1,0.103,0.688,8.9,1.9,0.033,1520,0.34,237,4.6,2470,"Río Bogotá",389,7.78,24,726.426244686648,8.27456842138462,55.5920232421048,0.555920232421048,0,0.125,0,1
"293","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2005-02-16,2005,"2",11297,0.346555171946945,"Mala",13891,40.44,281,28.3,2.5,1322,4.51,28,2049,3.72,44.1,20,23.9,42,0.434,6.3,24.8,88,0.0025,0.028,0.18,0.045,0.09,0.5,5.48,0.86,0.15,587,0.24,220,5,1400,"Río Bogotá",503,7.63,25.3,726.426244686648,8.2267170041639,60.7775859734725,0.607775859734725,0,0.125,0,1
"294","RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960]",4.454861111,-74.60852778,361,"BOGOTA","TOCAIMA",2005-05-25,2005,"5",11746,0.390415202355489,"Mala",101477,37.9,262,27.5,2.5,1403,4.51,13.9,5887,4.34,37.4,24,26.5,64.2,0.26,4.2,11.1,71,0.0025,0.01,0.045,0.045,0.09,0.37,8.96,1.05,0.147,660,0.44,170,6.8,730,"Río Bogotá",400,7.8,25.5,726.426244686648,8.22173524944376,82.7076011777447,0.827076011777447,0,0.125,0,1
